op_number,file,line,model,operation,hint_from_scanner,verdict,evidence_lines_read,evidence_quote,verified_at,verified_by
558,./server/src/services/pciDssService.ts,305,pCIScope,.update(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/pciDssService.ts:279-315,"where: { id; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
559,./server/src/services/pciDssService.ts,413,pCIRequirement,.update(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/pciDssService.ts:356-430,"where: { organizationId: data.organizationId; scopeId: data.scopeId; requirementRef: data.requirementRef };",2026-05-25T17:00:00Z,L7_chunk_12
560,./server/src/services/pciDssService.ts,414,pCIRequirement,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/pciDssService.ts:356-430,organizationId: data.organizationId; (in payload),2026-05-25T17:00:00Z,L7_chunk_12
561,./server/src/services/pciDssService.ts,492,pCIRequirement,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/pciDssService.ts:472-510,organizationId;,2026-05-25T17:00:00Z,L7_chunk_12
562,./server/src/services/pciDssService.ts,551,pCIEvidence,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/pciDssService.ts:523-570,organizationId: data.organizationId;,2026-05-25T17:00:00Z,L7_chunk_12
563,./server/src/services/pciDssService.ts,616,pCIEvidence,.update(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/pciDssService.ts:609-630,"where: { id; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
564,./server/src/services/pciDssService.ts,649,pCIEvidence,.update(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/pciDssService.ts:638-660,"where: { id; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
565,./server/src/services/pciDssService.ts,707,qSAFinding,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/pciDssService.ts:675-720,organizationId: data.organizationId;,2026-05-25T17:00:00Z,L7_chunk_12
566,./server/src/services/pciDssService.ts,784,qSAFinding,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/pciDssService.ts:763-800,"where: { id; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
567,./server/src/services/pciDssService.ts,856,compensatingControlWorksheet,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/pciDssService.ts:833-870,organizationId: data.organizationId;,2026-05-25T17:00:00Z,L7_chunk_12
568,./server/src/services/pciDssService.ts,892,compensatingControlWorksheet,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/pciDssService.ts:883-905,"where: { id; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
569,./server/src/services/pciDssService.ts,896,pCIRequirement,.update(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/pciDssService.ts:883-910,existing.requirementId comes from CCW verified by organizationId on line 885,2026-05-25T17:00:00Z,L7_chunk_12
570,./server/src/services/pciDssService.ts,946,pCIROC,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/pciDssService.ts:918-960,organizationId: data.organizationId;,2026-05-25T17:00:00Z,L7_chunk_12
571,./server/src/services/pciDssService.ts,1001,pCIROC,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/pciDssService.ts:976-1015,"where: { id; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
572,./server/src/services/pciDssService.ts,1051,pCIAOC,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/pciDssService.ts:1024-1065,organizationId; (in data block on line 1053),2026-05-25T17:00:00Z,L7_chunk_12
573,./server/src/services/personnelService.ts,26,personnel,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/personnelService.ts:15-50,organizationId: data.organizationId;,2026-05-25T17:00:00Z,L7_chunk_12
574,./server/src/services/personnelService.ts,73,personnel,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/personnelService.ts:61-85,"where: { id: personnelId; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
575,./server/src/services/personnelService.ts,85,user,.update(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/personnelService.ts:61-95,personnel.userId from record verified by organizationId at line 66-68,2026-05-25T17:00:00Z,L7_chunk_12
576,./server/src/services/personnelService.ts,118,personnel,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/personnelService.ts:105-130,"where: { id: personnelId; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
577,./server/src/services/personnelService.ts,131,user,.update(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/personnelService.ts:105-140,personnel.userId comes from record verified by organizationId at line 111-113,2026-05-25T17:00:00Z,L7_chunk_12
578,./server/src/services/personnelService.ts,170,accessReview,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/personnelService.ts:163-185,organizationId: data.organizationId;,2026-05-25T17:00:00Z,L7_chunk_12
579,./server/src/services/personnelService.ts,221,accessReview,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/personnelService.ts:204-235,"where: { id: reviewId; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
580,./server/src/services/personnelService.ts,239,personnel,.update(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/personnelService.ts:204-250,review.personnelId from accessReview verified by organizationId at line 214-216,2026-05-25T17:00:00Z,L7_chunk_12
581,./server/src/services/personnelService.ts,347,personnel,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/personnelService.ts:330-360,"where: { id: personnelId; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
582,./server/src/services/personnelService.ts,387,personnel,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/personnelService.ts:374-400,"where: { id: personnelId; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
583,./server/src/services/personnelService.ts,496,personnel,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/personnelService.ts:472-510,"where: { id: personnelId; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
584,./server/src/services/personnelService.ts,544,personnel,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/personnelService.ts:528-555,"where: { id: personnelId; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
585,./server/src/services/personnelService.ts,553,user,.update(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/personnelService.ts:528-565,existing.userId from personnel record verified by organizationId at line 534-537,2026-05-25T17:00:00Z,L7_chunk_12
586,./server/src/services/policyLibraryService.ts,30,policy,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/policyLibraryService.ts:15-50,organizationId: data.organizationId;,2026-05-25T17:00:00Z,L7_chunk_12
587,./server/src/services/policyLibraryService.ts,256,frameworkControl,.update(,ORG_IN_FUNC_NOT_IN_WRITE,GAP_HIGH,server/src/services/policyLibraryService.ts:238-283,prisma.frameworkControl.findUnique({ where: { id: sourceControlId } }) — no organizationId join through framework,2026-05-25T17:00:00Z,L7_chunk_12
588,./server/src/services/policyLibraryService.ts,305,policy,.update(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/policyLibraryService.ts:299-320,"where: { id: policyId; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
589,./server/src/services/policyLibraryService.ts,331,policy,.update(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/policyLibraryService.ts:325-345,"where: { id: policyId; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
590,./server/src/services/policyLibraryService.ts,357,policy,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/policyLibraryService.ts:351-370,organizationId; (in data block on line 359),2026-05-25T17:00:00Z,L7_chunk_12
591,./server/src/services/policyLibraryService.ts,449,policy,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/policyLibraryService.ts:428-460,"where: { id: policyId; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
592,./server/src/services/policyLibraryService.ts,484,policy,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/policyLibraryService.ts:472-495,"where: { id: policyId; organizationId };",2026-05-25T17:00:00Z,L7_chunk_12
593,./server/src/services/questionnaireService.ts,48,questionnaire,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/questionnaireService.ts:38-65,organizationId: data.organizationId;,2026-05-25T17:00:00Z,L7_chunk_12
594,./server/src/services/questionnaireService.ts,97,questionnaireQuestion,.create(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/questionnaireService.ts:76-110,parentQuestionnaire findFirst with organizationId at line 88-90,2026-05-25T17:00:00Z,L7_chunk_12
595,./server/src/services/questionnaireService.ts,175,questionnaireResponse,.create(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/questionnaireService.ts:126-190,parent questionnaire findFirst with organizationId at line 132-140,2026-05-25T17:00:00Z,L7_chunk_12
596,./server/src/services/questionnaireService.ts,195,questionnaire,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/questionnaireService.ts:126-210,"questionnaire findFirst { id: questionnaireId; organizationId } at line 132-140",2026-05-25T17:00:00Z,L7_chunk_12
597,./server/src/services/questionnaireService.ts,377,questionnaireResponse,.update(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/questionnaireService.ts:346-400,parentQuestionnaire findFirst with organizationId at line 358-363,2026-05-25T17:00:00Z,L7_chunk_12
598,./server/src/services/questionnaireService.ts,388,questionnaireResponse,.create(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/questionnaireService.ts:346-400,parentQuestionnaire findFirst with organizationId at line 358-363,2026-05-25T17:00:00Z,L7_chunk_12
599,./server/src/services/questionnaireService.ts,451,questionnaire,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/questionnaireService.ts:415-465,"questionnaire findFirst { id: questionnaireId; organizationId } at line 421-427",2026-05-25T17:00:00Z,L7_chunk_12
600,./server/src/services/queue/jobQueue.ts,607,scheduledJobs,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/queue/jobQueue.ts:581-620,this.scheduledJobs.delete(repeatKey); — Map.delete on in-memory Map; not Prisma,2026-05-25T17:00:00Z,L7_chunk_12
601,./server/src/services/queue/jobQueue.ts,791,scheduledJobs,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/queue/jobQueue.ts:785-801,"this.scheduledJobs.delete(key); -- Map.delete; not a Prisma call",2026-05-25T16:30:00Z,L7_chunk_13
602,./server/src/services/realTimeComplianceService.ts,418,monitorMutexes,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/realTimeComplianceService.ts:408-420,"this.monitorMutexes.delete(monitorId); -- Map.delete; not a Prisma call",2026-05-25T16:30:00Z,L7_chunk_13
603,./server/src/services/realTimeComplianceService.ts,514,metricsHistory,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/realTimeComplianceService.ts:470-531,"data: { organizationId; metricType: 'compliance-score'; value: overall ...}",2026-05-25T16:30:00Z,L7_chunk_13
604,./server/src/services/realTimeComplianceService.ts,653,scoreDebounceTimers,.delete(,ORG_SCOPED,NOT_PRISMA_FALSE_POSITIVE,server/src/services/realTimeComplianceService.ts:648-661,"this.scoreDebounceTimers.delete(organizationId); -- Map.delete; not Prisma",2026-05-25T16:30:00Z,L7_chunk_13
605,./server/src/services/reportingService.ts,29,customReport,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/reportingService.ts:19-99,"data: { organizationId: data.organizationId; name: data.name; ...}",2026-05-25T16:30:00Z,L7_chunk_13
606,./server/src/services/reportingService.ts,358,customReport,.update(,ORG_SCOPED,GAP_HIGH,server/src/services/reportingService.ts:352-376,"await prisma.customReport.update({ where: { id: reportId }; data: { schedule; lastGenerated: null } }); -- no orgId in where; no prior findFirst",2026-05-25T16:30:00Z,L7_chunk_13
607,./server/src/services/riskManagementService.ts,28,riskAssessment,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/riskManagementService.ts:18-52,"data: { organizationId: data.organizationId; name: data.name; ...}",2026-05-25T16:30:00Z,L7_chunk_13
608,./server/src/services/riskManagementService.ts,74,riskItem,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/riskManagementService.ts:57-104,"data: { ... organizationId: riskData.organizationId; assessmentId; }",2026-05-25T16:30:00Z,L7_chunk_13
609,./server/src/services/riskManagementService.ts,118,riskAssessment,.update(,ORG_SCOPED,GAP_HIGH,server/src/services/riskManagementService.ts:109-144,"where: { id: assessmentId }; data: { status: 'Completed' ... } -- no orgId in where; no prior findFirst gating",2026-05-25T16:30:00Z,L7_chunk_13
610,./server/src/services/riskManagementService.ts,161,riskItem,.update(,ORG_SCOPED,GAP_HIGH,server/src/services/riskManagementService.ts:149-189,"where: { id: riskId }; -- no orgId in where; no prior findFirst gating in function body",2026-05-25T16:30:00Z,L7_chunk_13
611,./server/src/services/riskManagementService.ts,209,riskItem,.update(,ORG_IN_FUNC_NOT_IN_WRITE,GAP_HIGH,server/src/services/riskManagementService.ts:194-236,"where: { id: riskId }; -- organizationId received as param but not used in where; no prior findFirst",2026-05-25T16:30:00Z,L7_chunk_13
612,./server/src/services/riskManagementService.ts,251,riskItem,.update(,ORG_SCOPED,GAP_HIGH,server/src/services/riskManagementService.ts:241-276,"where: { id: riskId }; -- organizationId received but not in where; no prior findFirst",2026-05-25T16:30:00Z,L7_chunk_13
613,./server/src/services/s3Service.ts,34,AWS.config,.update(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/s3Service.ts:34-38,"AWS.config.update({ accessKeyId: config.aws.accessKeyId; ...}); -- AWS SDK config; not Prisma",2026-05-25T16:30:00Z,L7_chunk_13
614,./server/src/services/s3Service.ts,122,fileUpload,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/s3Service.ts:82-171,"data: { ... organizationId: options.organizationId; metadata: { folder; etag } }",2026-05-25T16:30:00Z,L7_chunk_13
615,./server/src/services/s3Service.ts,209,fileUpload,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/s3Service.ts:189-217,"const file = await prisma.fileUpload.findFirst({ where: { id: fileId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_13
616,./server/src/services/secureChatService.ts,1752,chatConversation,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/secureChatService.ts:1736-1764,"data: { userId; organizationId; messages: []; fileContext: {} }",2026-05-25T16:30:00Z,L7_chunk_13
617,./server/src/services/secureChatService.ts,1813,chatConversation,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/secureChatService.ts:1736-1821,"const existing = await prisma.chatConversation.findFirst({ where: { userId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_13
618,./server/src/services/secureChatService.ts,1824,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/secureChatService.ts:1769-1849,"data: { action: 'Secure Chat Query'; ... userId; organizationId; hash: ... }",2026-05-25T16:30:00Z,L7_chunk_13
619,./server/src/services/sessionManagementService.ts,351,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/sessionManagementService.ts:340-365,"data: { action: 'session.timeout_warning_sent'; ... userId: session.userId; organizationId: session.organizationId }",2026-05-25T16:30:00Z,L7_chunk_13
620,./server/src/services/sessionManagementService.ts,386,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/sessionManagementService.ts:384-405,"data: { ... userId: session.userId; organizationId: session.organizationId; hash: session.id }",2026-05-25T16:30:00Z,L7_chunk_13
621,./server/src/services/sessionManagementService.ts,412,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,SYSTEM_LEVEL_NO_ORG_REQUIRED,server/src/services/sessionManagementService.ts:410-425,"data: { ... userId: 'system'; organizationId: 'system'; hash: crypto.randomBytes(16).toString('hex') }",2026-05-25T16:30:00Z,L7_chunk_13
622,./server/src/services/soc2Service.ts,265,sOC2Engagement,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/soc2Service.ts:235-315,"data: { organizationId: data.organizationId; engagementYear: data.engagementYear; ... }",2026-05-25T16:30:00Z,L7_chunk_13
623,./server/src/services/soc2Service.ts,339,sOC2Engagement,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/soc2Service.ts:308-388,"const existing = await prisma.sOC2Engagement.findFirst({ where: { id; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_13
624,./server/src/services/soc2Service.ts,448,sOC2Control,.upsert(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/soc2Service.ts:416-498,"const engagement = await prisma.sOC2Engagement.findFirst({ where: { id: data.engagementId; organizationId: data.organizationId } });",2026-05-25T16:30:00Z,L7_chunk_13
625,./server/src/services/soc2Service.ts,538,sOC2Control,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/soc2Service.ts:507-587,"data: { organizationId; engagementId; criteriaCategory: seed.category; ...}",2026-05-25T16:30:00Z,L7_chunk_13
626,./server/src/services/soc2Service.ts,618,sOC2Control,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/soc2Service.ts:600-680,"const existing = await prisma.sOC2Control.findFirst({ where: { id; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_13
627,./server/src/services/soc2Service.ts,738,sOC2EvidenceSample,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/soc2Service.ts:706-786,"data: { organizationId: data.organizationId; controlId: data.controlId; ...}",2026-05-25T16:30:00Z,L7_chunk_13
628,./server/src/services/soc2Service.ts,804,sOC2EvidenceSample,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/soc2Service.ts:794-874,"const existing = await prisma.sOC2EvidenceSample.findFirst({ where: { id; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_13
629,./server/src/services/soc2Service.ts,865,sOC2Exception,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/soc2Service.ts:829-909,"data: { organizationId: data.organizationId; engagementId: data.engagementId; controlId: data.controlId; ...}",2026-05-25T16:30:00Z,L7_chunk_13
630,./server/src/services/soc2Service.ts,949,sOC2Exception,.update(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/soc2Service.ts:930-1010,"const existing = await prisma.sOC2Exception.findFirst({ where: { id; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_13
631,./server/src/services/soc2Service.ts,1018,sOC2CUEC,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/soc2Service.ts:1004-1084,"data: { organizationId: data.organizationId; engagementId: data.engagementId; criteriaCategory: data.criteriaCategory; ...}",2026-05-25T16:30:00Z,L7_chunk_13
632,./server/src/services/soc2Service.ts,1078,sOC2ManagementAssertion,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/soc2Service.ts:1057-1137,"data: { organizationId: data.organizationId; engagementId: data.engagementId; assertionType: data.assertionType; ...}",2026-05-25T16:30:00Z,L7_chunk_13
633,./server/src/services/sodService.ts,112,soDRule,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/sodService.ts:109-189,"data: { id; organizationId: data.organizationId; name: data.name; ...}",2026-05-25T16:30:00Z,L7_chunk_13
634,./server/src/services/sodService.ts,230,soDRule,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/sodService.ts:209-245,"const existing = await this.getSoDRule(id; organizationId); -- getSoDRule wraps findFirst with org filter",2026-05-25T16:30:00Z,L7_chunk_13
635,./server/src/services/sodService.ts,254,soDRule,.delete(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/sodService.ts:250-267,"const existing = await this.getSoDRule(id; organizationId); -- gated by org-filtered findFirst",2026-05-25T16:30:00Z,L7_chunk_13
636,./server/src/services/sodService.ts,279,soDViolation,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/sodService.ts:276-309,"data: { id; organizationId: data.organizationId; ruleId: data.ruleId; ...}",2026-05-25T16:30:00Z,L7_chunk_13
637,./server/src/services/sodService.ts,511,soDViolation,.update(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/sodService.ts:502-540,"const existing = await this.getSoDViolation(violationId; organizationId); -- org-gated lookup",2026-05-25T16:30:00Z,L7_chunk_13
638,./server/src/services/sodService.ts,548,soDViolation,.update(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/sodService.ts:539-575,"const existing = await this.getSoDViolation(violationId; organizationId); -- org-gated lookup",2026-05-25T16:30:00Z,L7_chunk_13
639,./server/src/services/sodService.ts,585,soDViolation,.update(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/sodService.ts:576-620,"const existing = await this.getSoDViolation(violationId; organizationId); -- org-gated lookup",2026-05-25T16:30:00Z,L7_chunk_13
640,./server/src/services/sodService.ts,1057,soDViolation,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/sodService.ts:1024-1077,"const violation = await prisma.soDViolation.findFirst({ where: { id: violationId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_13
641,./server/src/services/sodService.ts,1119,soDViolation,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/sodService.ts:1082-1139,"const violation = await prisma.soDViolation.findFirst({ where: { id: violationId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_13
642,./server/src/services/sodService.ts,1168,soDViolation,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/sodService.ts:1144-1188,"const violation = await prisma.soDViolation.findFirst({ where: { id: violationId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_13
643,./server/src/services/soxService.ts,128,sOXControl,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/soxService.ts:90-170,"data: { id; organizationId: data.organizationId; controlNumber; title: data.title; ...}",2026-05-25T16:30:00Z,L7_chunk_13
644,./server/src/services/soxService.ts,238,sOXControl,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/soxService.ts:206-253,"const existing = await this.getSOXControlById(id; organizationId); -- org-filtered findFirst",2026-05-25T16:30:00Z,L7_chunk_13
645,./server/src/services/soxService.ts,260,sOXControl,.deleteMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/soxService.ts:256-273,"await prisma.sOXControl.deleteMany({ where: { id; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_13
646,./server/src/services/soxService.ts,335,sOXTestResult,.create(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/soxService.ts:280-378,"const parentControl = await prisma.sOXControl.findFirst({ where: { id: data.controlId; organizationId: data.organizationId } });",2026-05-25T16:30:00Z,L7_chunk_13
647,./server/src/services/soxService.ts,369,sOXControl,.update(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/soxService.ts:280-378,"earlier in same func: prisma.sOXControl.findFirst({ where: { id: data.controlId; organizationId: data.organizationId } });",2026-05-25T16:30:00Z,L7_chunk_13
648,./server/src/services/soxService.ts,470,sOXTestResult,.update(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/soxService.ts:445-485,"where: { id; control: { organizationId } }; -- parent-relation org filter in where",2026-05-25T16:30:00Z,L7_chunk_13
649,./server/src/services/soxService.ts,492,sOXTestResult,.delete(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/soxService.ts:488-502,"await prisma.sOXTestResult.delete({ where: { id; control: { organizationId } } });",2026-05-25T16:30:00Z,L7_chunk_13
650,./server/src/services/soxService.ts,545,sOXAssessment,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/soxService.ts:511-591,"data: { id; organizationId: data.organizationId; assessmentYear; assessmentType: data.assessmentType; ...}",2026-05-25T16:30:00Z,L7_chunk_13
651,./server/src/services/soxService.ts,634,sOXAssessment,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/soxService.ts:600-648,"const existing = await this.getSOXAssessmentById(id; organizationId);",2026-05-25T16:30:00Z,L7_chunk_14
652,./server/src/services/soxService.ts,656,sOXAssessment,.deleteMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/soxService.ts:651-668,"await prisma.sOXAssessment.deleteMany({ where: { id; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_14
653,./server/src/services/soxService.ts,1118,sOXControl,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/soxService.ts:997-1124,"const control = await this.getSOXControlById(controlId; organizationId);",2026-05-25T16:30:00Z,L7_chunk_14
654,./server/src/services/stripeService.ts,158,stripe.products,.create(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/stripeService.ts:134-195,"const product = await stripe.products.create({",2026-05-25T16:30:00Z,L7_chunk_14
655,./server/src/services/stripeService.ts,167,stripe.prices,.create(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/stripeService.ts:134-195,"const annualPrice = await stripe.prices.create({",2026-05-25T16:30:00Z,L7_chunk_14
656,./server/src/services/stripeService.ts,180,stripe.prices,.create(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/stripeService.ts:134-195,"const monthlyPrice = await stripe.prices.create({",2026-05-25T16:30:00Z,L7_chunk_14
657,./server/src/services/stripeService.ts,212,stripe.customers,.create(,ORG_SCOPED,NOT_PRISMA_FALSE_POSITIVE,server/src/services/stripeService.ts:205-233,"const customer = await stripe.customers.create({",2026-05-25T16:30:00Z,L7_chunk_14
658,./server/src/services/stripeService.ts,222,organization,.update(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/stripeService.ts:205-233,"await prisma.organization.update({ where: { id: organizationId }; data: { stripeCustomerId: customer.id } });",2026-05-25T16:30:00Z,L7_chunk_14
