component,scanner_class,api_refs_count,default_consts_count,state_setters_count,useeffect_updates,verdict,evidence_lines_read,evidence_quote,verified_at,verified_by
components/ThemeToggle.tsx,STATIC_ONLY,0,0,1,,INTENTIONAL_STATIC,components/ThemeToggle.tsx:1-120,"Theme switcher using useTheme() context (light/dark/system). UI primitive listed in CLAUDE.md intentional-static",2026-05-25T17:00:00Z,component_chunk_07
components/TicketingIntegrations.tsx,FULLY_WIRED,17,0,22,"setLoading; setTimeout; setError; setSuccess",FULLY_WIRED,components/TicketingIntegrations.tsx:1-120,"import { api } from '../services/api'; full ticketing integration management for Jira/ServiceNow/Azure DevOps connection workflows; ticket sync; field mapping",2026-05-25T17:00:00Z,component_chunk_07
components/TierCard.tsx,STATIC_ONLY,0,0,0,,INTENTIONAL_STATIC,components/TierCard.tsx:1-249,"Pricing tier card component with TIER_COLORS and keyFeatures static data. UI primitive listed in CLAUDE.md intentional-static",2026-05-25T17:00:00Z,component_chunk_07
components/TierLimitBanner.tsx,STATIC_ONLY,0,0,0,,INTENTIONAL_STATIC,components/TierLimitBanner.tsx:1-24,"Reusable banner for tier limit (Vendors; Reports; etc.). UI primitive listed in CLAUDE.md intentional-static",2026-05-25T17:00:00Z,component_chunk_07
components/USPrivacyTracker.tsx,PARTIALLY_WIRED,8,3,15,"setLaws; setGaps; setTasks; setServerReachable; setLoadError; setIsLoading; setTimeout",DEV_FALLBACK,components/USPrivacyTracker.tsx:329-354,"const [laws; setLaws] = useState<StatePrivacyLaw[]>(DEFAULT_STATE_LAWS); api.regulationData.getAll('us-privacy') loads saved data; on fetch failure setLaws(DEFAULT_STATE_LAWS); setGaps(DEFAULT_GAPS); setTasks(DEFAULT_TASKS)",2026-05-25T17:00:00Z,component_chunk_07
components/UpdateAvailableBanner.tsx,FULLY_WIRED,3,0,4,"setShouldRender; setVisible; setTimeout; setDismissed",INTENTIONAL_STATIC,components/UpdateAvailableBanner.tsx:1-126,"UI banner for service worker update notifications; uses registration.waiting.postMessage and navigator.serviceWorker — no backend API calls; presentational UI primitive",2026-05-25T17:00:00Z,component_chunk_07
components/VendorManagement.tsx,FULLY_WIRED,16,0,27,setIsLoading,FULLY_WIRED,components/VendorManagement.tsx:1-120,"import { api } from '../services/api'; vendor management with risk scoring; AI scorer; contract analysis; due diligence; monitoring suggestions",2026-05-25T17:00:00Z,component_chunk_07
components/VendorMonitoringDashboard.tsx,FULLY_WIRED,10,0,14,,FULLY_WIRED,components/VendorMonitoringDashboard.tsx:73-97,"useEffect → fetchData() → Promise.all([api.vendorMonitoring.list(); api.vendorMonitoring.getAlerts(); api.vendorMonitoring.getStats(); api.vendors.list()])",2026-05-25T17:00:00Z,component_chunk_07
components/WorkflowAutomationRules.tsx,PARTIALLY_WIRED,10,2,14,,FULLY_WIRED_WITH_FALLBACK,components/WorkflowAutomationRules.tsx:1-1289,"import { api } from '../services/api'; ... const data = await api.workflows.list(); ... catch sets DEMO_WORKFLOWS only on failure",2026-05-25T17:00:00Z,component_chunk_08
components/WorkflowBuilder.tsx,FULLY_WIRED,12,0,21,"setLoading, setError",FULLY_WIRED,components/WorkflowBuilder.tsx:1-200,"import { api } from '../services/api'; mapApiWorkflow/mapApiRun/mapApiRule/mapApiTemplate map backend payloads",2026-05-25T17:00:00Z,component_chunk_08
components/WorkspaceManagement.tsx,FULLY_WIRED,11,0,13,setIsLoading,FULLY_WIRED,components/WorkspaceManagement.tsx:1-200,"const data = await api.enterprise.workspaces.getHierarchy(); ... api.enterprise.workspaces.getConsolidatedMetrics(); createChild; cloneFramework; moveUser",2026-05-25T17:00:00Z,component_chunk_08
components/hubs/AIComplianceTools.tsx,STATIC_ONLY,0,0,2,,INTENTIONAL_STATIC,components/hubs/AIComplianceTools.tsx:1-53,"TabbedContainer route shell with lazy() imports of DataMapper/CrossFrameworkMapper/RegulatoryAutoRemediation/NaturalLanguageQuery/PhishingGenerator — children are wired",2026-05-25T17:00:00Z,component_chunk_08
components/hubs/AIDocumentTools.tsx,STATIC_ONLY,0,0,2,,INTENTIONAL_STATIC,components/hubs/AIDocumentTools.tsx:1-60,"components/hubs/* navigation hub — route shell with link grid; child components are wired (per CLAUDE.md)",2026-05-25T17:00:00Z,component_chunk_08
components/hubs/AnalyticsHub.tsx,STATIC_ONLY,0,0,2,,INTENTIONAL_STATIC,components/hubs/AnalyticsHub.tsx:1-60,"components/hubs/* navigation hub — route shell with link grid; child components are wired (per CLAUDE.md)",2026-05-25T17:00:00Z,component_chunk_08
components/hubs/AuditCenter.tsx,STATIC_ONLY,0,0,2,,INTENTIONAL_STATIC,components/hubs/AuditCenter.tsx:1-60,"components/hubs/* navigation hub — route shell with link grid; child components are wired (per CLAUDE.md)",2026-05-25T17:00:00Z,component_chunk_08
components/hubs/EnterpriseOpsHub.tsx,STATIC_ONLY,0,0,3,,INTENTIONAL_STATIC,components/hubs/EnterpriseOpsHub.tsx:1-60,"TabbedContainer route shell with lazy() imports of AssetManagement/MDMDashboard/CICDGateSettings/SecurityFeatures/BusinessImpactAnalysis/SecurityTrainingDashboard",2026-05-25T17:00:00Z,component_chunk_08
components/hubs/EvidenceHub.tsx,STATIC_ONLY,0,0,3,,INTENTIONAL_STATIC,components/hubs/EvidenceHub.tsx:1-60,"TabbedContainer route shell with lazy() imports of EvidenceCollectionRules/EvidenceCompletenessChecker/ExceptionManagement/EvidenceDetailPanel",2026-05-25T17:00:00Z,component_chunk_08
components/hubs/GovernanceHub.tsx,STATIC_ONLY,0,0,2,,INTENTIONAL_STATIC,components/hubs/GovernanceHub.tsx:1-60,"components/hubs/* navigation hub — route shell with link grid; child components are wired (per CLAUDE.md)",2026-05-25T17:00:00Z,component_chunk_08
components/hubs/IncidentHub.tsx,STATIC_ONLY,0,0,2,,INTENTIONAL_STATIC,components/hubs/IncidentHub.tsx:1-60,"components/hubs/* navigation hub — route shell with link grid; child components are wired (per CLAUDE.md)",2026-05-25T17:00:00Z,component_chunk_08
components/hubs/PolicyHub.tsx,STATIC_ONLY,0,0,2,,INTENTIONAL_STATIC,components/hubs/PolicyHub.tsx:1-60,"components/hubs/* navigation hub — route shell with link grid; child components are wired (per CLAUDE.md)",2026-05-25T17:00:00Z,component_chunk_08
components/hubs/ProductHub.tsx,STATIC_ONLY,0,0,2,,INTENTIONAL_STATIC,components/hubs/ProductHub.tsx:1-60,"components/hubs/* navigation hub — route shell with link grid; child components are wired (per CLAUDE.md)",2026-05-25T17:00:00Z,component_chunk_08
components/hubs/ReportingCenter.tsx,STATIC_ONLY,0,0,2,,INTENTIONAL_STATIC,components/hubs/ReportingCenter.tsx:1-60,"components/hubs/* navigation hub — route shell with link grid; child components are wired (per CLAUDE.md)",2026-05-25T17:00:00Z,component_chunk_08
components/hubs/RiskHub.tsx,STATIC_ONLY,0,0,2,,INTENTIONAL_STATIC,components/hubs/RiskHub.tsx:1-60,"components/hubs/* navigation hub — route shell with link grid; child components are wired (per CLAUDE.md)",2026-05-25T17:00:00Z,component_chunk_08
components/hubs/VendorHub.tsx,STATIC_ONLY,0,0,2,,INTENTIONAL_STATIC,components/hubs/VendorHub.tsx:1-60,"components/hubs/* navigation hub — route shell with link grid; child components are wired (per CLAUDE.md)",2026-05-25T17:00:00Z,component_chunk_08
